Item,PRO1Gender,PRO2City,PRO3Age,PRO4Marital,PRO5Retirement,PRO6Religion,PRO7Education,PRO8AnnualIncome,PRO9Career,PRO10CommunityCare,PRO11Long-termCare,PRO12LivingWithChildren,PRO131RetirementIncome,PRO132RetirementIncome,PRO133RetirementIncome,PRO134RetirementIncome,SA11,SA12,SA13,SA14,SA15,SA16,SA21,SA22,SA23,SA24,SA25,SA31,SA32,SA33,SA34,SA35,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PP1,PP2,PP3,PP4,PP5,PP6,PP7,PP8,PP9,PP10,PP11,CB1,CB2,CB3,CB4,CB5,CB6,CB7,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8
256,2,9,2,3,1,2,1,2,4,0,0,1,2,4,99,99,5,5,4,4,4,4,5,5,2,1,4,5,5,2,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,5,4,5,5,5,1,1,1,2,1,5,4,1,1,1,1,4,5,4,5,4,4,4,1,0,0,0,1,1, , 
257,1,19,1,2,0,6,4,3,5,0,0,0,1,2,99,99,1,4,4,2,4,4,4,4,4,4,4,4,4,4,5,2,5,5,5,4,4,5,4,5,4,4,4,5,5,5,2,2,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,2,0,1,1,1,1,2,0,0,2
258,1,17,1,1,1,2,3,3,4,0,0,0,1,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,2,4,4,4,4,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,4,2,2,0,0,0,2,2,3,0
259,1,18,2,1,1,2,1,1,7,0,0,1,1,99,99,99,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,2,4,4,4,5,5,4,4,5,5,2,4,4,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,4,2,2,3,0,0,0,0,0,0,0,0
260,1,13,2,3,0,4,1,4,6,0,0,1,2,99,99,99,5,2,1,5,2,4,5,5,2,5,4,2,2,1,4,5,5,5,5,5,5,5,2,5,2,2,5,4,2,4,2,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,2,2,4, ,0,0,0,2,0,0,0
261,1,12,1,1,0,6,1,1,6,0,0,1,1,2,99,99,5,3,4,2,4,2,4,4,4,4,1,5,4,4,2,1,4,3,4,5,2,2,3,5,1,2,4,2,3,4,3,4,5,2,2,2,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,2,2,4,0,0,0,0,0,1, ,0
262,1,3,1,1,1,6,4,5,4,0,0,1,3,99,99,99,3,5,5,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,2,2,4,4,2,1,1,1,1,1,2,1,1,1,1,1,4,2,4,4,2,4,2,9,0,0,0,0,0,0,0
263,2,3,1,1,0,6,4,2,5,0,0,1,2,99,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,4,2,2,0,0,0,0,0,1,0,0,0
264,1,2,3,1,1,5,5, ,11,0,0,0,3,99,99,99,5,4,3,1,3,2,4,4,4,5,1,5,4,4,5,4,1,1,4,1,4,1,4, ,5,5,5,5,4,2,2,1,1,4,2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,2,3,3,0, ,4,4, ,0,0,0,0
265,1,2,2,3,1,6,1, ,1,0,1,1,1,2,99,99,1,4,4,5,4,2,4,4,2,4,4,4,5,4,4,4,1,2,1,5,5,5,2,4,1,1,4,2,1,5,4,4,4,4,5,4,5,1,1,1,1,4,1,1,1,1,1,4,4,5,5,4,4,0,0,0,0,0,3,0, , 
266,2,1,1,1,1,6,4, ,1,0,0,0,2,3,99,99,1,5,5,2,5,4,4,4,2,5,5,5,4,5,5,4,1,2,1,2,2,2,4,2,5,5,4,5,4,5,5,1,2,4,2,4,1,1,1,1,1,4,1,1,1,1,1,4,4,5,4,4,4,0, ,0,0,0,0,0,0,0
267,2,14,1,1,1,6,3, ,4,1,0,1,2,3,4,99,5,5,4,2,4,4,5,4,4,4,2,5,4,2,4,2,2,2,2,4,2,2, ,2,4,4,2,5,2,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,5,4,4,4, ,1,1,0,0,0,1, ,0,1
268,1,21,2,1,1,4,4,5,12,0,0,0,1,2,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,2,4,4,1,2,1,1,5,5,5,2,2,1,4,1,0,0,0,2,2,9,4
269,2,1,1,1,1,5,4,2,5,0,0,0,3,99,99,99,5,5,4,4,4,5,5,5,4,4,4,5,4,2,5,4,5,4,4,5,4,4,5,5,4,4,4,4,4,2,4,1,2,4,5,4,1,2,1,1,1,2,4,1,2,2,1,4,4,5,5,2,4,0,1,1,4,1,1,2,5,0
270,2,19,1,1,1,2,3,1,9,0,0,1,2,99,99,99,4,4,5,4,5,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,2,2,2,2,1,4,2,4,5,2,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,1,2,4,0,0,0,0,0,0, ,0
271,1,6,1,1,0,2,4,4,1,0,0,0,2,99,99,99,4,5,5,5,5,2,4,4,4,5,4,5,5,4,4,2,5,4,5,5,5,5,5,4,5,5,4,5,4,4,4,2,4,4,5,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,2,2,2,0,6,0,0,0,9,0,3,0
272,2,6,1,1,1,6,4,5,12,0,0,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,2,2,5,4,5,4,4,5,5,4,1,5,5,2,2,4,2,4,1,1,2,1,2,4,1,1,1,1,1,4,4,5,5,4,5,1,2,0,0,0,9, ,9, 
273,1,1,2,1,1,4,1,5,11,0,0,1,95,99,99,99,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,2,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0
274,2,1,1,1,1,6,2,2,7,1,0,1,1,2,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,1,4,4,4,1,1,1,1,1,2,1,1,2,1,1,4,5,5,4,4,4,4,9,2,4,2,1,1,5,1
275,2,11,2,1,1,5,3,2,5,0,0,1,1,2,99,99,5,5,5,5,4,4,4,4,4,4,4,4,5,2,5,4,4,4,4,4,4, ,5,4,4,4,4,4,3,4,4,3,4,4,4,4,1,2,1,2,2,4,2,1,2,1,1,4,5,4,4,2,2,0,0,0,0,0,1,0,3,1
276,1,20,3,1,1,6,1,4,9,0,0,1,1,99,99,99,2,4,4,2,4,4,4,4,4,4,2,5,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,0,1,0,0,0,0,0,0,0
277,2,6,4,3,1,6,1,5,6,0,0,1,1,99,99,99,5,1,5,1,3,4,1,1,1,1,4,5,5,1,5,1,4,4,4,5,5,4,4,5,4,4,4,2,5,5,4,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,4,5,0,1,0,0,0, ,0,0,0
278,1,4,1,1,0,6,4,3,1,0,0,1,1,2,3,4,4,4,5,5,5,5,5,5,5,5,4,5,5,2,4,4,4,4,4,5,5,4,5,5,4,4,4,5,4,4,4,4,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,0, , , , ,0, ,0,0
279,2,10,3,1,1,2,2,4,2,0,0,1,1,3,4,99,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,4,5,5,4,2,4,4,3,0,0,0,1,0,0,0
280,2,3,3,1,1,6,2,5,9,0,0,0,2,3,99,99,5,4,4,5,5,5,5,5,4,5,4,5,2,5,2,4,4,5,5,5,5,5,5,5,2,2,5,5,5,2,2,2,1,4,4,4,1,1,1,2,1,4,4,1,1,2,1,5,4,4,5,4,4,0,1,0,0,0,0,0,0,0
281,1,4,1,1,1,2,2,3,9,0,0,1,2,3,99,99,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,4,4,0,1,2,3,2,3,1,3,0
282,1,6,1,1,1,2,3,4,7,0,0,1,1,2,3,4,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,2,4,2,1,1,1,1,2,4,1,1,1,1,1,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0
283,2,6,1,1,1,2,4,1,12,0,0,0,3,4,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,4,4,2,5,4,2,1,4,5,4,1,1,1,1,1,2,1,1,1,1,1,5,4,5,4,5,4,0,4,3,4,2,4,4,7,1
284,2,1,1,4,0,4,4,5,1,0,0,1,3,99,99,99,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,4,4,4,2,4,4,2,4,2,4,2,1,1,1,1,1,5,2,1,1,1,1,5,4,4,4,2,4,0,3,0,0,0,0,0,5,5
285,1,21,2,1,1,6,5,5,12,0,0,0,1,2,3,4,5,5,5,4,5,4,4,4,4,5,5,4,4,2,4,4,4,4,4,5,4,4,4,4,4,2,4,2,4,4,2,4,4,2,4,5,1,1,1,1,1,2,1,1,1,1,1,4,4,5,2,4,2,0,3,0,0,0,8, ,5,9
286,2,3,1,1,0,6,1, ,9,0,0,1,1,2,99,99,5,5,5,2,1,4,5,5,4,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,2,2,4,4,4,1,1,1,1,1,1,4,1,1,1,1,5,4,4,4,1, ,0,1,0,0,0,0,0,0,0
287,1,3,1,1,1,6,3,5,5,0,0,1,2,3,4,99,5,5,5,2,2,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,1,1,1,1,5,1,1,1,1,1,5,5,5,4,2,4,0, ,0,0,0, , , , 
288,2,6,2,3,1, ,3,1,10,0,0,1,1,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4,5,4,4,4,5,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,4,2,4,0,0,0,0,0,0,0,0
289,2,5,2,1,1,6,1,3,7,0,0,1,4,99,99,99,4,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,5,4,5,5,4,2,4,4,4,2,5,4,2,2,4,5,5,1,1,1,5,2,2,2,1,1,1,1,5,4,5,5,2,4,0, ,0,0,0,2, ,6,9
290,2,14,2,3,1,6,1,3,7,0,0,1,1,2,3,4,1,5,5,5,1,4,4,5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,2,4,5,5,4,4,4,4,4,4,4,4,1,1,1,1,1,5,4,1,4,1,1,4,5,5,5,4,4,2,0,0,0,0,6,1,0,0
291,1,6,3,1,1,6,1,3,8,0,0,1,1,2,3,99,5,4,5,2,4,2,4,4,5,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,4,4,5,4,2,4,4,4,4,5,1,1,1,1,2,1,1,1,1,1,5,5,4,5,4,4,4,4,0,0,0,0,0,0,0
292,2,3,2,1,1,6,1,3,1,1,0,1,1,2,4,99,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,4,4,5,4,1,4,4,4,2,1,1,1,1,1,2,4,1,2,2,1,4,5,5,5,5,5,4, ,0,0,0,1, , , 
293,2,7,1,1,1,6,4,2,2,0,0,1,2,3,4,99,1,5,4,5,4,4,5,5,5,5,4,5,5,4,5,2,2,4,4,4,5,1,1,5,5,4,5,5,4,4,4,2,4,5,4,4,2,1,1,1,1,5,1,1,1,1,1,4,5,5,4,4,2,0, ,0,0,0,1, ,3, 
294,2,10,1,1,1,6,4,3,11,0,0,1,4,99,99,99,2,5,5,2,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,2,5,4,4,4,4,2,2,2,4,2,4,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,5,4,4,4,0,4,0,0,0,5,2,3,3
295,2,16,1,3,1,2,4,2,4,0,0,0,2,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,2,2,2,4,4,1,1,1,1,1,4,2,1,1,1,1,4,4,5,4,4, ,0,1,2,4,3,0,1,0,0
296,2,10,3,3,1,6,1,1,11,0,0,1,2,99,99,99,1,2,2,2,4,4,4,4,4,2,2,5,2,2,2,2, ,4,5,4,2,2,3, ,5,4,4,4,5,4,5,2,3,4,5,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,1,0,2,0,0,0,0,0,0,0
297,1,3,1,1,1,2,4,2,2,0,0,1,1,3,99,99,5,5,5,2,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,4,2,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,4,4,5,5,4,4,0,0,1,4,3,2,0,0,0
298,1,10,2,1,1,6,1,2,11,0,0,1,1,99,99,99,2,2,2,1,4,2,4,2,4,5,1,2,4,2,1,1,1,1,1,1,2,1, ,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,5,2,1,4,0,0,0,0,0,0,1,0,0
299,1,20,2,3,1,6,1,5,7,0,0,1,1,2,99,99,5,2,5,4,5,4,5,5,5,5,2,4,3,2,3,2, ,3,3,3,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,1,1,1,1,1,4,2,1,1,1,1,4,4,4,2,4,4,0,3,0,0,0,0,0,0,0
300,2,1,1,1,0,6,3,1,7,0,0,1,95,99,99,99,5,5,4,5,5,5,5,5,4,5,4,5,4,4,4,4,2,2,2,4,4,1,1,1,4,4,4,5,4,4,4,4,4,4,4,2,5,1,1,2,1,2,1,1,1,1,1,5,4,5,4,2, ,0,1,0,0,0,1,0,0,0
301,1,6,1,1,0,6,5,5,1,0,0,1,2,3,4,99,5,4,2,2,2,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,5,5,4,4,4,4,2,4,4,4,4,2,2,4,4,2,1,1,1,1,1,4,2,1,1,1,1,2,5,4,1,2,2,2, ,1, ,2,2,2,1,9
302,2,18,1,3,1,2,2,4,1,0,0,1,1,4,99,99,5,5,5,5,4,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,2,4,0,1,0,0,0,3,0,6,1
303,2,5,3,3,1,6,1,5,9,0,0,1,1,99,99,99,5,4,4,2,2,4,4,4,1,1,2,5,4,2,4,4,4,4,5,4,5,4,4,4,4,5,2,4,4,4,2,4,5,4,5,5,1,1,1,1,1,1,2,1,1,1,1,4,5,4,4,2,2,0,1,0,0,0,1,1,0,0
304,2,14,1,1,0,2,3,5,3,0,0,1,1,2,99,99,5,4,5,5,4,5,4,5,4,4,1,5,5,4,5,2, ,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,4,2,1,2,1,1,4,4,4,4,1,1,0,4,0,0,0,6,3,4,2
305,2,19,2,1,0,6,1,1,1,0,0,1,1,99,99,99,5,4,2,5,1,4,4,4,2,2,4,5,4,1,4,5,5,5,5,4,4,4,5,4,4,4,5,4,2,4,4,2,4,4,5,5,1,1,1,1,1,2,1,1,1,1,1,4,5,5,5,1,2,0,2,0,0,0,2,0, , 
306,2,10,1,1,1,6,2,2,10,0,0,0,95,99,99,99,3,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,1,1,1,1,2,1,1,1,1,1,2,4,4,4,4,4,2,1,0,0,0,0,0,0,0
307,1,1,1,1,1,6,1, ,7,0,0,1,3,4,99,99,5,5,4,3,1,5,5,4,4,4,5,4,4,4,5,4,4,2,2,4,4,5,2,5,5,4,5,3,3,5,3,2,4,1,2,1,1,1,1,2,1,4,1,1,1,1,1,2,2,5,2,2,1,0,0,1,2,1,3,4,5,2
308,1,2,1,1,0,6,4,5,8,0,0,0,3,4,99,99,4,2,2,4,5,4,4,5,5,5,5,5,2,2,5,4,2,2,4,5,5,2,1,4,4,4,2,2,4,5,4,2,1,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,4,2,4,0,0,0,0,0,1,0,4,0
309,2,9,2,1,0,6,1,4,5,0,0,1,2,99,99,99,2,5,5,4,5,4,4,5,5,5,1,5,5,5,5,2,5,4,5,2,1,2,2,1,4,5,5,5,5,4,5,4,5,5,2,5,1,1,1,5,2,4,1,1,1,1,2,2,2,5,5,1,4,0,1,1,4,4,1,1,0,0
310,2,5,3,1,1,9,1, ,10,0,0,0,1,99,99,99,5,5,5,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,4,5,4,5,4,5,2,4,4,4,2,4,2,2,4,2,4,4,1,1,1,1,1,2,2,1,1,1,1,4,4,5,1,2, ,0, ,0,0,0,0,0,0,0
311,2,9,2,1,1,6,4, ,12,0,0,1,2,3,99,99,2,4,5,5,4,4,5,5,5,5,5,5,5,4,4,2,4,4,4,4,4,4,5,5,4,4,4,4,2,4,4,2,2,4,4,4,1,1,1,1,1,4,1,1,2,1,1,4,4,5,5,4,4,0,0,0,0,0,0,0,0,0
312,1,1,1,1,1,4,3,4,9,0,0,1,2,3,99,99,2,2,4,5,5,2,4,4,2,4,1,1,2,2,4,4,4,5,5,4,4,4,4,4,2,1,1,2,4,1,1,5,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,1,2,1,0,1,0,0,0,2,0,2,1
313,2,13,1,3,0,4,1,2,1,1,0,1,1,2,99,99,5,1,5,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5, ,5,5,4,5,3,3,4,5,2,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,2,5,1, ,0,0,0, , , , 
314,1,5,1,1,1,6,3, ,11,0,0,1,2,99,99,99,4,4,4,5,5,5,5,5,5,5,4,4,5,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,0, ,0,0,0, , , ,0
315,2,2,1,2,1,6,3,2,10,0,0,1,4,99,99,99,5,4,4,2,2,4,5,5,5,5,5,5,4,2,5,4,4,4,4,4,4,5,5,5,2,3,2,2,4,2,2,2,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,2,5,2,2,4,1,4,0,0,0, ,0,5,0
316,1,13,2,1,0,6,1, ,6,0,0,1,2,99,99,99,5,4,4,2,4,4,4,5,4,4,4,5,4,2,4,4, , , , , , , , ,2,4,2,2,2,2,2,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,2, ,0,0,1,4,4,0,0,0,0
317,1,3,1,1,0,6,2,1,5,0,0,0,1,3,4,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,0,2,0,0,0,3,3,1,1
318,1,9,4,3,1,4,4,5,12,0,0,1,1,2,3,99,5,5,5,1,5,2,4,2,2,4,5,5,5,2,2,2,4,4,4,5,5,4,2,5,4,4,4,4,2,4,4,2,4,4,5,4,1,1,1,4,5,2,1,1,1,1,1,4,4,5,5,4,4,2, ,0,0,0,0,0,0,0
319,1,19,1,1,1,6,3, ,7,1,0,1,95,99,99,99,1,2,4,2,2,2,4,5,5,5,5,5,5,5,5,5,5,4,2,2,2,4,5,4,4,4,5,5,4,4,4,2,2,4,4,5,2,1,1,1,4,2,2,1,2,1,1,4,5,5,1,4,4,4,0,0,0,0,1,0,0,0
320,2,4,1,1,1,6,1,5,5,0,0,1,1,2,3,4,5,5,5,5,4,5,5,5,5,5,4,5,5,1,5,1,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,2,4,4,5,4,1,1,1,1,1,2,1,1,1,1,1,5,5,4,4,5,4,3, ,0,0,0, , ,5,1
321,2,6,4,3,1,6,1,2,6,0,0,1,95,99,99,99,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4, ,4,4,2,4,4,2,5,4,4,2,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0
322,1,6,2,1,1,6,2, ,7,0,0,1,1,4,99,99,4,2,4,1,2,1,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,2,2,4,4,4,5,5,4,4,4,2,4,5,2,1,1,1,2,1,2,1,1,1,1,1,4,4,4,4,1,1,2,1,0,0,0,1, ,7,2
323,1,3,3,1,1,6,3, ,1,0,0,1,2,4,99,99,1,5,5,2,4,5,4,4,4,4,2,5,5,2,5,2,2,2,2,2,2,2,2,2,4,4,4,4,3,5,5,2,4,4,4,2,1,1,1,1,1,4,4,1,1,1,1,5,4,5,4,2,2,0,9,0,0,0,5,0,0,0
324,1,2,2,2,1, ,3,1,5,0,0,0,95,99,99,99,1,2,4,1,4,2,4,4,5,5,4,2,4,2,4,2,2,2,2,4,2,2,4,4,4,2,4,2,1,1,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,2,4,0,0,0,0,0,0,0,7,1
325,2,10,1,1,0,2,2, ,5,0,0,1,2,3,99,99,5,4,4,5,5,5,5,2,5,5,4,5,5,5,5,4,4,4,5,4,2,4,2,4,4,4,5,4,4,5,2,2,1,2,4,4,1,1,1,1,1,2,1,1,2,2,1,5,5,5,5,4,4,0, ,0,0,0, ,0, ,0
326,2,1,3,3,1,6,1,2,10,0,0,1,1,99,99,99,4,2,4,2,2,2,2,4,4,4,2,4,5,2,4,1,4,4,5,4,4,4,4,4,4,5,4,4,1,5,4,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,4,0, ,0,0,0,0, ,0,0
327,1,5,3,1,0,6,1, ,5,0,0,1,1,99,99,99,5,2,2,4,2,5,5,4,2,5,2,5,5,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,2,0,0,0,0,0,0,0,0
328,2,6,1,4,1,6,3,2,4,0,0,0,1,2,4,99,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,1,2,4,2,1,1,1,1,1,2,1,1,1,1,1,5,4,5,4,2,2,1,1,0,0,0,0,0,0,0
329,2,5,1,1,0, ,3,1,2,0,0,1,2,3,99,99,5,4,5,1,2,4,5,5,5,5,4,5,4,5,5,2,5,2,5,4,4,4,4,4,4,4,4,4,1,5,2,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,5,2,4,4,1,4,0,1,0,0,0,0,0,0,0
330,1,4,1,1,1,6,1,5,7,0,0,1,3,99,99,99,5,4,2,2,2,2,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,5,2,4,4,2,2,4,4,2,4,4,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,4,0,0,0,0,0,0,0,0,0
331,1,2,1,1,1,6,4,1,1,0,0,1,1,2,3,99,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,5,4,5,4,5,4,5,5,3,4,2,4,1,1,4,2,4,1,1,1,1,1,2,1,1,1,1,1,4,5,2,5,2, ,0,0,0,0,0,0,0,0,0
332,1,17,1,1,1,6,3, ,12,0,0,1,2,3,99,99,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,4,4,5,4,5,5,4,5,5,5,4,5,4,5,5,4,4,4,5,5,4,1,1,1,1,1,2,4,1,1,1,1,5,5,4,2,4,4,0,0,0,0,0,0,0,0,0
333,1,3,4,1,1,6,3,3,12,0,0,1,1,2,3,99,1,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,1,4,5,4,4,4,4,4,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,2,3,0,0,0,0, ,0,0
334,1,4,1,1,0,6,1,1,6,0,0,1,95,99,99,99,5,5,5,2,2,5,4,5,5,4,4,5,5,2,4,1,1,1,1,1, , ,1,5,4,5,5,4,5,1,1,2,2,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,1, ,4,0,9,3,1,0,0,5,2
335,1,10,2,1,1,6,4,3,7,0,0,1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,1,0,0,0,0,1,1,1,1
336,1,7,3,1,1,6,1, ,12,0,0,1,3,99,99,99,5,5,5,4,2,5,4,4,4,4,4,4,4,4,4,2, ,4,4,4,4,4,2,4,4,4,4,4,2,4,5,2,2,4,4,4,5,1,1,1,1,4,5,1,1,1,1,5,5,4,4,4, ,4, ,0,0,0, ,0,0,0
337,2,10,3,1,1,4,4,1,10,0,0,0,2,3,99,99,5,5,5,2,2,3,4,4,1,2,2,5,5,2,4,5,2,2,2,2,2,2,4,2,2,4,4,4,2,5,4,2,5,4,4,4,1,1,1,1,1,2,1,1,1,1,1,2,4,4,4,1,1,0,0, ,1,1,0,0,0,0
338,1,5,3,1,1,6,3,1,5,0,0,0,1,2,3,99,5,4,5,2,2,4,4,5,4,5,2,5,5,2,4,1,4,4,4,4,4,5, ,4,4,4,4,2,3,5,5,4,5,2,4,3,1,1,1,1,1,2,1,1,1,1,1,4,5,5,5,2,2,0,0,0,0,0,0,0,0,0
339,1,13,1,1,1, ,2, ,9,0,0,1,1,2,3,4,5,4,4,2,4,4,4,5,4,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,4,4,4,4,2,5,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,0,0,0,0,0,2,2, ,1
340,1,19,2,1,0,2,4,2,7,0,0,1,1,2,3,99,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,2,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,4,0,1,0,0,0, , ,6,1
341,2,5,4,3,1,4,1, ,5,0,0,1,1,99,99,99,5,2,2,2,4,4,2,2,2,2,4,5,5,1,4,5,5,4,4,4,4,1,2,5,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,2,4,1, , , , ,0,0,0,0
